Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Lindell Wigginton,MIL,3,2.7,2.0,0.7,1.7,40.0,0.0,0.7,0.0,0.7,0.7,100.0,0.0,0.0,0.0,0.0,0.3,0,0
Markquis Nowell,TOR,1,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,2.0,2.0,1.0,0.0,0.0,0,0
Isaiah Wong,IND,1,4.0,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
JD Davison,BOS,8,4.9,2.0,0.6,1.5,41.7,0.4,0.9,42.9,0.4,0.5,75.0,1.3,1.3,0.1,0.1,0.3,0,0
D'Moi Hodge,LAL,7,5.9,2.0,0.7,2.1,33.3,0.4,1.7,25.0,0.1,0.3,50.0,0.0,0.7,0.1,0.1,0.1,0,0
Daishen Nix,MIN,15,3.3,1.8,0.6,1.6,37.5,0.4,1.1,35.3,0.2,0.4,50.0,0.2,0.4,0.3,0.0,0.3,0,0
Justin Minaya,POR,34,11.2,1.8,0.6,2.2,29.7,0.4,1.4,24.5,0.1,0.3,55.6,1.6,0.6,0.3,0.3,0.3,0,0
Cody Zeller,NO,43,7.4,1.8,0.6,1.4,41.9,0.0,0.1,33.3,0.5,0.9,60.5,2.6,0.9,0.2,0.1,0.4,0,0
Kessler Edwards,SAC,54,5.1,1.7,0.6,1.5,41.5,0.4,1.0,38.5,0.1,0.2,55.6,0.8,0.3,0.2,0.1,0.1,0,0
Jason Preston,UTAH,7,10.1,1.7,0.9,2.7,31.6,0.0,0.4,0.0,0.0,0.0,0.0,2.4,2.3,0.3,0.1,0.3,0,0
Leonard Miller,MIN,17,3.1,1.7,0.8,1.2,65.0,0.1,0.3,40.0,0.1,0.1,50.0,1.2,0.5,0.1,0.1,0.1,0,0
Taj Gibson,NY/DET,20,10.3,1.7,0.8,1.9,40.5,0.1,0.5,20.0,0.1,0.1,100.0,1.9,0.6,0.2,0.4,0.3,0,0
P.J. Tucker,LAC/PHI,31,15.7,1.7,0.6,1.6,36.0,0.4,1.1,37.1,0.1,0.1,100.0,2.7,0.5,0.5,0.2,0.3,0,0
Jordan Walsh,BOS,9,9.2,1.7,0.7,1.7,40.0,0.2,1.0,22.2,0.1,0.2,50.0,2.2,0.6,0.6,0.1,0.3,0,0
Jordan Miller,LAC,8,3.5,1.6,0.6,1.1,55.6,0.1,0.3,50.0,0.3,0.3,100.0,0.6,0.0,0.0,0.0,0.1,0,0
Jalen Hood-Schifino,LAL,21,5.2,1.6,0.5,2.1,22.2,0.1,0.7,13.3,0.6,1.0,60.0,0.6,0.4,0.1,0.1,0.4,0,0
Jett Howard,ORL,18,3.7,1.6,0.6,1.7,33.3,0.4,1.4,28.0,0.1,0.2,50.0,0.4,0.3,0.1,0.1,0.2,0,0
Josh Minott,MIN,32,2.8,1.6,0.5,1.1,47.2,0.1,0.3,40.0,0.4,0.4,85.7,0.5,0.3,0.2,0.2,0.1,0,0
Jalen Pickett,DEN,27,4.5,1.6,0.6,1.3,42.9,0.3,0.9,36.0,0.1,0.1,75.0,0.5,0.8,0.1,0.0,0.3,0,0
Seth Lundy,ATL,9,5.8,1.6,0.4,1.9,23.5,0.3,1.4,23.1,0.3,0.4,75.0,0.8,0.0,0.0,0.0,0.1,0,0
Ibou Badji,POR,22,10.3,1.5,0.6,1.0,63.6,0.0,0.0,0.0,0.3,0.5,50.0,2.3,0.6,0.1,0.9,0.7,0,0
Jack White,MEM,4,16.0,1.5,0.5,4.0,12.5,0.5,2.5,20.0,0.0,0.0,0.0,3.0,0.3,1.0,0.3,0.5,0,0
Colin Castleton,LAL,16,3.7,1.5,0.6,1.0,56.3,0.0,0.0,0.0,0.4,0.4,100.0,0.8,0.2,0.1,0.0,0.2,0,0
Adam Flagler,OKC,2,7.0,1.5,0.5,3.5,14.3,0.5,3.0,16.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0
Dariq Whitehead,BKN,2,12.0,1.5,0.5,2.5,20.0,0.0,1.5,0.0,0.5,1.0,50.0,2.0,1.5,0.0,0.5,0.0,0,0
Terry Taylor,CHI,31,6.1,1.5,0.6,1.3,51.3,0.1,0.3,22.2,0.1,0.2,80.0,1.2,0.3,0.2,0.1,0.2,0,0
Jacob Toppin,NY,9,4.2,1.4,0.6,1.0,55.6,0.1,0.4,25.0,0.2,0.2,100.0,0.8,0.3,0.0,0.1,0.1,0,0
Jermaine Samuels,HOU,14,4.3,1.4,0.6,1.0,64.3,0.0,0.1,0.0,0.1,0.1,100.0,0.9,0.2,0.1,0.1,0.0,0,0
Jerome Robinson,GS,22,3.7,1.4,0.5,1.5,33.3,0.1,0.8,11.8,0.3,0.5,63.6,0.3,0.2,0.0,0.1,0.1,0,0
Mason Jones,SAC,5,5.6,1.4,0.4,1.6,25.0,0.4,1.4,28.6,0.2,0.4,50.0,1.0,1.0,0.2,0.0,0.4,0,0
Kendall Brown,IND,15,4.2,1.4,0.5,1.0,53.3,0.0,0.1,0.0,0.3,0.5,62.5,0.3,0.3,0.0,0.0,0.1,0,0
Isaiah Thomas,PHX,6,3.2,1.3,0.5,1.7,30.0,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0
Nate Mensah,CHA,25,12.3,1.3,0.5,1.1,42.9,0.0,0.0,0.0,0.4,0.5,75.0,2.6,0.4,0.2,0.6,0.6,0,0
TyTy Washington,MIL,11,5.1,1.3,0.5,1.8,30.0,0.2,0.5,33.3,0.0,0.0,0.0,0.5,0.5,0.3,0.0,0.2,0,0
R.J. Hampton,MIA/WSH,8,9.5,1.3,0.5,1.8,28.6,0.1,1.0,12.5,0.1,0.3,50.0,0.8,1.0,0.0,0.0,0.4,0,0
Chris Livingston,MIL,21,4.3,1.2,0.5,1.0,50.0,0.0,0.2,20.0,0.1,0.2,75.0,1.0,0.2,0.1,0.0,0.2,0,0
Keyontae Johnson,OKC,9,7.3,1.2,0.6,1.8,31.3,0.1,0.3,33.3,0.0,0.0,0.0,1.1,0.4,0.1,0.0,0.4,0,0
Jay Huff,DEN,20,2.5,1.2,0.5,0.8,60.0,0.2,0.5,33.3,0.1,0.1,100.0,0.6,0.1,0.1,0.2,0.1,0,0
Admiral Schofield,ORL,23,3.7,1.1,0.4,1.1,38.5,0.3,0.7,37.5,0.0,0.1,0.0,0.7,0.3,0.0,0.0,0.2,0,0
Robin Lopez,MIL,16,4.1,1.1,0.4,1.2,36.8,0.1,0.5,25.0,0.1,0.1,100.0,0.3,0.3,0.1,0.2,0.1,0,0
Hunter Tyson,DEN,18,2.7,1.1,0.4,1.1,40.0,0.2,0.8,28.6,0.0,0.0,0.0,0.5,0.1,0.1,0.0,0.1,0,0
Braxton Key,DEN,20,3.0,1.1,0.4,0.9,41.2,0.1,0.3,40.0,0.3,0.4,75.0,0.9,0.5,0.1,0.1,0.1,0,0
Hamidou Diallo,WSH,2,2.5,1.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0,0
Frank Ntilikina,CHA,5,8.6,1.0,0.2,1.8,11.1,0.2,1.6,12.5,0.4,0.4,100.0,1.2,0.8,0.0,0.0,0.2,0,0
Filip Petrusev,SAC/PHI,3,3.0,1.0,0.3,0.7,50.0,0.0,0.0,0.0,0.3,0.7,50.0,0.3,0.0,0.0,0.0,0.0,0,0
Joshua Primo,LAC,2,5.0,1.0,0.5,1.5,33.3,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,2.0,0,0
Thanasis Antetokounmpo,MIL,34,4.6,0.9,0.5,0.9,53.3,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.5,0.2,0.1,0.4,0,0
James Johnson,IND,9,5.2,0.9,0.3,1.1,30.0,0.0,0.2,0.0,0.2,0.2,100.0,0.4,0.9,0.6,0.1,0.6,0,0
DaQuan Jeffries,NY,17,2.7,0.8,0.4,1.0,35.3,0.1,0.6,20.0,0.0,0.1,0.0,0.3,0.3,0.0,0.1,0.2,0,0
Charlie Brown,NY,8,4.6,0.8,0.3,1.3,20.0,0.3,0.9,28.6,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0,0
Wendell Moore,MIN,25,3.0,0.7,0.4,0.7,50.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.2,0.2,0.0,0.2,0,0
Alondes Williams,MIA,7,2.3,0.7,0.3,1.1,25.0,0.0,0.6,0.0,0.1,0.1,100.0,0.1,0.0,0.0,0.1,0.3,0,0
Shaquille Harrison,MEM,3,2.0,0.7,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0,0
Jalen Slawson,SAC,12,3.1,0.7,0.3,0.5,66.7,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.2,0.1,0.1,0.2,0,0
Pat Spencer,GS,6,4.3,0.7,0.3,0.7,50.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.8,0.0,0.0,0.2,0,0
Quenton Jackson,IND,3,3.7,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.7,100.0,1.3,0.7,0.3,0.0,0.0,0,0
Juan Toscano-Anderson,SAC,11,4.8,0.6,0.3,1.1,25.0,0.1,0.4,25.0,0.0,0.0,0.0,1.3,0.4,0.1,0.1,0.2,0,0
E.J. Liddell,NO,8,2.9,0.5,0.1,0.8,16.7,0.0,0.6,0.0,0.3,0.3,100.0,0.6,0.1,0.3,0.3,0.3,0,0
Usman Garuba,GS,6,3.0,0.5,0.2,1.0,16.7,0.0,0.2,0.0,0.2,0.3,50.0,1.2,0.2,0.2,0.5,0.3,0,0
Pete Nance,CLE,8,3.4,0.4,0.1,0.8,16.7,0.1,0.1,100.0,0.0,0.3,0.0,0.4,0.0,0.1,0.0,0.1,0,0
Maxwell Lewis,LAL,34,3.0,0.3,0.1,0.6,19.0,0.0,0.3,11.1,0.1,0.1,66.7,0.1,0.2,0.1,0.0,0.3,0,0
